year,country,indicator,value
1965,France,CO2_Emissions(kt),351852.317
1965,United Kingdom,CO2_Emissions(kt),622619.93
1965,Indonesia,CO2_Emissions(kt),24689.911
1965,India,CO2_Emissions(kt),165972.087
1965,Italy,CO2_Emissions(kt),189767.25
1965,Japan,CO2_Emissions(kt),386919.838
1965,"Korea, Rep.",CO2_Emissions(kt),25005.273
1965,Mexico,CO2_Emissions(kt),75246.84
1965,Saudi Arabia,CO2_Emissions(kt),4220.717
1965,Turkey,CO2_Emissions(kt),27388.823
1965,United States,CO2_Emissions(kt),3390922.571
1965,South Africa,CO2_Emissions(kt),128260.659
1965,Argentina,Population,22159650
1965,Australia,Population,11388000
1965,Brazil,Population,83373530
1965,Canada,Population,19678000
1965,China,Population,715185000
1965,German,Population,75963695
1965,European Union,Population,427380782
1965,France,Population,49818028
1965,United Kingdom,Population,54348050
1965,Indonesia,Population,100267062
1965,India,Population,499123324
1965,Italy,Population,52112350
1965,Japan,Population,98883000
1965,"Korea, Rep.",Population,28704674
1965,Mexico,Population,44123853
1965,Russian Federation,Population,126745000
1965,Saudi Arabia,Population,4843635
1965,Turkey,Population,30972994
1965,United States,Population,194303000
1965,South Africa,Population,19384841
1965,Argentina,Urban population,16923103
1965,Australia,Urban population,9459784
1965,Brazil,Urban population,42551349
1965,Canada,Urban population,14343688
1965,China,Urban population,129348359
1965,German,Urban population,54659677
1965,European Union,Urban population,271755560
1965,France,Urban population,33413450
1965,United Kingdom,Urban population,42294196
1965,Indonesia,Urban population,15831166
1965,India,Urban population,93760316
1965,Italy,Urban population,32227841
1965,Japan,Urban population,67107937
1965,"Korea, Rep.",Urban population,9286249
1965,Mexico,Urban population,24237674
1965,Russian Federation,Urban population,73731369
1965,Saudi Arabia,Urban population,1877829
1965,Turkey,Urban population,10601127
1965,United States,Urban population,139663053
1965,South Africa,Urban population,9158950
1970,Argentina,Agricultural_land_(sq. km),1292800
1970,Australia,Agricultural_land_(sq. km),4817870
1970,Brazil,Agricultural_land_(sq. km),1953970
1970,Canada,Agricultural_land_(sq. km),690210
1970,China,Agricultural_land_(sq. km),3746000
1970,German,Agricultural_land_(sq. km),190230
1970,European Union,Agricultural_land_(sq. km),2041680
1970,France,Agricultural_land_(sq. km),324950
1970,United Kingdom,Agricultural_land_(sq. km),188490
1970,Indonesia,Agricultural_land_(sq. km),384000
1970,India,Agricultural_land_(sq. km),1780520
1970,Italy,Agricultural_land_(sq. km),201800
1970,Japan,Agricultural_land_(sq. km),66960
1970,"Korea, Rep.",Agricultural_land_(sq. km),23240
1970,Mexico,Agricultural_land_(sq. km),976350
1970,Saudi Arabia,Agricultural_land_(sq. km),864200
1970,Turkey,Agricultural_land_(sq. km),381780
1970,United States,Agricultural_land_(sq. km),4344000
1970,South Africa,Agricultural_land_(sq. km),955900
1970,Argentina,CO2_Emissions(kt),82734.854
1970,Australia,CO2_Emissions(kt),147618.752
1970,Brazil,CO2_Emissions(kt),93761.523
1970,Canada,CO2_Emissions(kt),341485.708
1970,China,CO2_Emissions(kt),771617.474
1970,European Union,CO2_Emissions(kt),3753440.756
1970,France,CO2_Emissions(kt),439013.24
1970,United Kingdom,CO2_Emissions(kt),653063.364
1970,Indonesia,CO2_Emissions(kt),35822.923
1970,India,CO2_Emissions(kt),195143.072
1970,Italy,CO2_Emissions(kt),296740.974
1970,Japan,CO2_Emissions(kt),768823.22
1970,"Korea, Rep.",CO2_Emissions(kt),53783.889
1970,Mexico,CO2_Emissions(kt),114073.036
1970,Saudi Arabia,CO2_Emissions(kt),45291.117
1970,Turkey,CO2_Emissions(kt),42639.876
1970,United States,CO2_Emissions(kt),4328904.501
1970,South Africa,CO2_Emissions(kt),149763.947
1970,Argentina,Population,23880561
1970,Australia,Population,12507000
1970,Brazil,Population,95113265
1970,Canada,Population,21324000
1970,China,Population,818315000
1970,German,Population,78169289
1970,European Union,Population,441986158
1970,France,Population,51957738
1970,United Kingdom,Population,55663250
1970,Indonesia,Population,114793178
1970,India,Population,555189792
1970,Italy,Population,53821850
1970,Japan,Population,104345000
1970,"Korea, Rep.",Population,32240827
1970,Mexico,Population,51493565
1970,Russian Federation,Population,130404000
1970,Saudi Arabia,Population,5836389
1970,Turkey,Population,34876303
1970,United States,Population,205052000
1970,South Africa,Population,22069776
1970,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),221957.023
1970,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),319036.599
1970,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1260982.146
1970,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),494973.635
1970,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1873971.675
1970,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1286569.85
1970,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5435016.121
1970,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),614501.57
1970,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),839587.41
1970,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),339677.08
1970,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),746498.11
1970,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),388249.306
1970,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),941132.584
1970,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),88641.352
1970,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),210547.8556
1970,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2240872.97
1970,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),78220.3308
1970,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),94428.85
1970,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5400503.5
1970,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),253769.713
1970,Argentina,Urban population,18836987
1970,Australia,Urban population,10505755
1970,Brazil,Urban population,53176875
1970,Canada,Urban population,16132459
1970,China,Urban population,142386810
1970,German,Urban population,56496072
1970,European Union,Urban population,290265110
1970,France,Urban population,36918571
1970,United Kingdom,Urban population,42925829
1970,Indonesia,Urban population,19596343
1970,India,Urban population,109705503
1970,Italy,Urban population,34592379
1970,Japan,Urban population,75000056
1970,"Korea, Rep.",Urban population,13123306
1970,Mexico,Urban population,30392017
1970,Russian Federation,Urban population,81464683
1970,Saudi Arabia,Urban population,2840512
1970,Turkey,Urban population,13334606
1970,United States,Urban population,150922373
1970,South Africa,Urban population,10551339
1975,Argentina,Agricultural_land_(sq. km),1286500
1975,Australia,Agricultural_land_(sq. km),4868370
1975,Brazil,Agricultural_land_(sq. km),2134160
1975,Canada,Agricultural_land_(sq. km),684720
1975,China,Agricultural_land_(sq. km),4007100
1975,German,Agricultural_land_(sq. km),187920
1975,European Union,Agricultural_land_(sq. km),1995956.001
1975,France,Agricultural_land_(sq. km),323570
1975,United Kingdom,Agricultural_land_(sq. km),185830
1975,Indonesia,Agricultural_land_(sq. km),382560
1975,India,Agricultural_land_(sq. km),1796940
1975,Italy,Agricultural_land_(sq. km),175170
1975,Japan,Agricultural_land_(sq. km),62730
1975,"Korea, Rep.",Agricultural_land_(sq. km),22720
1975,Mexico,Agricultural_land_(sq. km),975510
1975,Saudi Arabia,Agricultural_land_(sq. km),866840
1975,Turkey,Agricultural_land_(sq. km),379620
1975,United States,Agricultural_land_(sq. km),4301580
1975,South Africa,Agricultural_land_(sq. km),945850
1975,Argentina,CO2_Emissions(kt),94931.296
1975,Australia,CO2_Emissions(kt),175883.988
1975,Brazil,CO2_Emissions(kt),151164.741
1975,Canada,CO2_Emissions(kt),397143.434
1975,China,CO2_Emissions(kt),1145607.47
1975,European Union,CO2_Emissions(kt),4065317.555
1975,France,CO2_Emissions(kt),446919.292
1975,United Kingdom,CO2_Emissions(kt),603643.205
1975,Indonesia,CO2_Emissions(kt),53963.572
1975,India,CO2_Emissions(kt),252201.592
1975,Italy,CO2_Emissions(kt),342310.783
1975,Japan,CO2_Emissions(kt),870072.757
1975,"Korea, Rep.",CO2_Emissions(kt),81829.105
1975,Mexico,CO2_Emissions(kt),164472.284
1975,Saudi Arabia,CO2_Emissions(kt),83336.242
1975,Turkey,CO2_Emissions(kt),65697.972
1975,United States,CO2_Emissions(kt),4406329.539
1975,South Africa,CO2_Emissions(kt),185201.835
1975,Argentina,Population,25865776
1975,Australia,Population,13893000
1975,Brazil,Population,107216205
1975,Canada,Population,23143275
1975,China,Population,916395000
1975,German,Population,78673554
1975,European Union,Population,454542377
1975,France,Population,53931390
1975,United Kingdom,Population,56225800
1975,Indonesia,Population,130680727
1975,India,Population,623102897
1975,Italy,Population,55441001
1975,Japan,Population,111940000
1975,"Korea, Rep.",Population,35280725
1975,Mexico,Population,59607953
1975,Russian Federation,Population,134200000
1975,Saudi Arabia,Population,7419493
1975,Turkey,Population,39277258
1975,United States,Population,215973000
1975,South Africa,Population,25195187
1975,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),233416.77
1975,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),377568.654
1975,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1214606.743
1975,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),529890.87
1975,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2264422.92
1975,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1273609.66
1975,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5732401.553
1975,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),634882.235
1975,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),809418.44
1975,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),329119.33
1975,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),827298.045
1975,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),425696.331
1975,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1067710.651
1975,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),120964.237
1975,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),280289.646
1975,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2692997.65
1975,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),140263.476
1975,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),126182.61
1975,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5539255.42
1975,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),294054.847
1975,Argentina,Urban population,20943260
1975,Australia,Urban population,11780153
1975,Brazil,Urban population,65175659
1975,Canada,Urban population,17498862
1975,China,Urban population,159452730
1975,German,Urban population,57085531
1975,European Union,Urban population,306519776
1975,France,Urban population,39330005
1975,United Kingdom,Urban population,43677888
1975,Indonesia,Urban population,25243596
1975,India,Urban population,132920310
1975,Italy,Urban population,36393136
1975,Japan,Urban population,84756490
1975,"Korea, Rep.",Urban population,16946391
1975,Mexico,Urban population,37409355
1975,Russian Federation,Urban population,89145034
1975,Saudi Arabia,Urban population,4329200
1975,Turkey,Urban population,16333841
1975,United States,Urban population,159070594
1975,South Africa,Urban population,12121153
1980,Argentina,Agricultural_land_(sq. km),1280200
1980,Australia,Agricultural_land_(sq. km),4829260
1980,Brazil,Agricultural_land_(sq. km),2242780
1980,Canada,Agricultural_land_(sq. km),663960
1980,China,Agricultural_land_(sq. km),4276040
1980,German,Agricultural_land_(sq. km),185190
1980,European Union,Agricultural_land_(sq. km),1976655
1980,France,Agricultural_land_(sq. km),317220
1980,United Kingdom,Agricultural_land_(sq. km),184690
1980,Indonesia,Agricultural_land_(sq. km),380000
1980,India,Agricultural_land_(sq. km),1802720
1980,Italy,Agricultural_land_(sq. km),175620
1980,Japan,Agricultural_land_(sq. km),60610
1980,"Korea, Rep.",Agricultural_land_(sq. km),22470
1980,Mexico,Agricultural_land_(sq. km),981800
1980,Saudi Arabia,Agricultural_land_(sq. km),869620
1980,Turkey,Agricultural_land_(sq. km),385790
1980,United States,Agricultural_land_(sq. km),4281630
1980,South Africa,Agricultural_land_(sq. km),941600
1980,Argentina,CO2_Emissions(kt),108737.551
1980,Australia,CO2_Emissions(kt),220746.066
1980,Brazil,CO2_Emissions(kt),187090.34
1980,Canada,CO2_Emissions(kt),443233.957
1980,China,CO2_Emissions(kt),1467192.369
1980,European Union,CO2_Emissions(kt),4518359.15
1980,France,CO2_Emissions(kt),505363.938
1980,United Kingdom,CO2_Emissions(kt),579290.658
1980,Indonesia,CO2_Emissions(kt),94784.616
1980,India,CO2_Emissions(kt),314016.211
1980,Italy,CO2_Emissions(kt),388969.691
1980,Japan,CO2_Emissions(kt),947571.135
1980,"Korea, Rep.",CO2_Emissions(kt),134868.593
1980,Mexico,CO2_Emissions(kt),268453.736
1980,Saudi Arabia,CO2_Emissions(kt),169404.399
1980,Turkey,CO2_Emissions(kt),75763.887
1980,United States,CO2_Emissions(kt),4723209.677
1980,South Africa,CO2_Emissions(kt),228454.1
1980,Argentina,Population,27896528
1980,Australia,Population,14692000
1980,Brazil,Population,120694009
1980,Canada,Population,24515667
1980,China,Population,981235000
1980,German,Population,78288576
1980,European Union,Population,464225439
1980,France,Population,55161527
1980,United Kingdom,Population,56314216
1980,Indonesia,Population,147447836
1980,India,Population,698952844
1980,Italy,Population,56433883
1980,Japan,Population,116782000
1980,"Korea, Rep.",Population,38123775
1980,Mexico,Population,67761372
1980,Russian Federation,Population,139010000
1980,Saudi Arabia,Population,9691476
1980,Turkey,Population,43975971
1980,United States,Population,227225000
1980,South Africa,Population,28556769
1980,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),253870.99
1980,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),433837.438
1980,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1499555.516
1980,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),711937.51
1980,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),2757430.09
1980,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1354782.98
1980,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),6212891.968
1980,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),675156.85
1980,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),806582.53
1980,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),714214.48
1980,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),929414.77
1980,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),477727.329
1980,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1136091.34
1980,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),175229.771
1980,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),387137.41
1980,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3028837.5
1980,Saudi Arabia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),260541.6713
1980,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),146951.184
1980,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5896082.8
1980,South Africa,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),307875.565
1980,Argentina,Urban population,23122595
1980,Australia,Urban population,12569300
1980,Brazil,Urban population,79015954
1980,Canada,Urban population,18549289
1980,China,Urban population,189947471
1980,German,Urban population,57028530
1980,European Union,Urban population,319897066
1980,France,Urban population,40423470
1980,United Kingdom,Urban population,44195960
1980,Indonesia,Urban population,32591870
1980,India,Urban population,161444128
1980,Italy,Urban population,37607540
1980,Japan,Urban population,88958689
1980,"Korea, Rep.",Urban population,21623805
1980,Mexico,Urban population,44952217
1980,Russian Federation,Urban population,96960865
1980,Saudi Arabia,Urban population,6382806
1980,Turkey,Urban population,19252680
1980,United States,Urban population,167551171
1980,South Africa,Urban population,13828615
1985,Argentina,Agricultural_land_(sq. km),1283910
1985,Australia,Agricultural_land_(sq. km),4729600
1985,Brazil,Agricultural_land_(sq. km),2310410
1985,Canada,Agricultural_land_(sq. km),674390
1985,China,Agricultural_land_(sq. km),4763470
1985,German,Agricultural_land_(sq. km),182440
1985,European Union,Agricultural_land_(sq. km),1951546.999
1985,France,Agricultural_land_(sq. km),314420
1985,United Kingdom,Agricultural_land_(sq. km),181680
1985,Indonesia,Agricultural_land_(sq. km),396790
1985,India,Agricultural_land_(sq. km),1813400
1985,Italy,Agricultural_land_(sq. km),170950
1985,Japan,Agricultural_land_(sq. km),58790
1985,"Korea, Rep.",Agricultural_land_(sq. km),22200
1985,Mexico,Agricultural_land_(sq. km),1014350
1985,Saudi Arabia,Agricultural_land_(sq. km),976250
1985,Turkey,Agricultural_land_(sq. km),381300
1985,United States,Agricultural_land_(sq. km),4313990
1985,South Africa,Agricultural_land_(sq. km),940330
1985,Argentina,CO2_Emissions(kt),100596.811
1985,Australia,CO2_Emissions(kt),241229.928
1985,Brazil,CO2_Emissions(kt),181248.809
1985,Canada,CO2_Emissions(kt),422079.034
1985,China,CO2_Emissions(kt),1966553.428
1985,European Union,CO2_Emissions(kt),4189511.407
1985,France,CO2_Emissions(kt),400880.107
1985,United Kingdom,CO2_Emissions(kt),559855.558
1985,Indonesia,CO2_Emissions(kt),121245.688
1985,India,CO2_Emissions(kt),426673.785
1985,Italy,CO2_Emissions(kt),372134.494
1985,Japan,CO2_Emissions(kt),915396.877
1985,"Korea, Rep.",CO2_Emissions(kt),178333.544
1985,Mexico,CO2_Emissions(kt),288501.225
1985,Saudi Arabia,CO2_Emissions(kt),172653.361
1985,Turkey,CO2_Emissions(kt),106717.034
1985,United States,CO2_Emissions(kt),4492555.377
1985,South Africa,CO2_Emissions(kt),324214.138
1985,Argentina,Population,30216279
1985,Australia,Population,15758000
1985,Brazil,Population,135274080
1985,Canada,Population,25842116
1985,China,Population,1051040000
1985,German,Population,77684873
1985,European Union,Population,470497179
1985,France,Population,56654696
1985,United Kingdom,Population,56550268
1985,Indonesia,Population,164982451
1985,India,Population,784360008
1985,Italy,Population,56593071
1985,Japan,Population,120754000
1985,"Korea, Rep.",Population,40805744
1985,Mexico,Population,75983485
1985,Russian Federation,Population,143858000
1985,Saudi Arabia,Population,13118993
1985,Turkey,Population,49133937
1985,United States,Population,237924000
1985,South Africa,Population,32678874
1985,Argentina,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),238145.75
1985,Australia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),456717.644
1985,Brazil,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1322535.347
1985,Canada,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),576740.45
1985,China,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3142896.374
1985,German,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1301253.1
1985,European Union,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5931757.883
1985,France,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),561940.72
1985,United Kingdom,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),766610.11
1985,Indonesia,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),745108.85
1985,India,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1140356.79
1985,Italy,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),462915.588
1985,Japan,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),1112813.49
1985,"Korea, Rep.",Greenhouse_gas_emissions_(kt_of_CO2 equivalent),215092.052
1985,Mexico,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),443037.14
1985,Russian Federation,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),3147716.56
1985,Turkey,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),175454.826
1985,United States,Greenhouse_gas_emissions_(kt_of_CO2 equivalent),5776897.6
1985,Argentina,Urban population,25695319
1985,Australia,Urban population,13486012
1985,Brazil,Urban population,94505178
1985,Canada,Urban population,19731489
1985,China,Urban population,240414890
1985,German,Urban population,56485448
1985,European Union,Urban population,327796302
1985,France,Urban population,41726184
1985,United Kingdom,Urban population,44329755
1985,Indonesia,Urban population,43042272
1985,India,Urban population,190975975
1985,Italy,Urban population,37818886
1985,Japan,Urban population,92632808
1985,"Korea, Rep.",Urban population,26473134
1985,Mexico,Urban population,52390613
1985,Russian Federation,Urban population,103466989
1985,Saudi Arabia,Urban population,9530555
1985,Turkey,Urban population,25769767
1985,United States,Urban population,177239105
1985,South Africa,Urban population,16134214
1990,Argentina,Agricultural_land_(sq. km),1275650
1990,Australia,Agricultural_land_(sq. km),4644810
1990,Brazil,Agricultural_land_(sq. km),2416080
1990,Canada,Agricultural_land_(sq. km),677680
1990,China,Agricultural_land_(sq. km),5056940
1990,German,Agricultural_land_(sq. km),180320
1990,European Union,Agricultural_land_(sq. km),1929663.007
1990,France,Agricultural_land_(sq. km),305928.0078
1990,United Kingdom,Agricultural_land_(sq. km),182030
1990,Indonesia,Agricultural_land_(sq. km),450830
1990,India,Agricultural_land_(sq. km),1814130
1990,Italy,Agricultural_land_(sq. km),168400
1990,Japan,Agricultural_land_(sq. km),56930
1990,"Korea, Rep.",Agricultural_land_(sq. km),21790
1990,Mexico,Agricultural_land_(sq. km),1051510
1990,Saudi Arabia,Agricultural_land_(sq. km),1234810
1990,Turkey,Agricultural_land_(sq. km),396770
1990,United States,Agricultural_land_(sq. km),4269480
1990,South Africa,Agricultural_land_(sq. km),956000
1990,Argentina,CO2_Emissions(kt),112147.861
1990,Australia,CO2_Emissions(kt),263704.971
1990,Brazil,CO2_Emissions(kt),208886.988
1990,Canada,CO2_Emissions(kt),435181.225
1990,China,CO2_Emissions(kt),2442431.019
1990,European Union,CO2_Emissions(kt),4100786.671
1990,France,CO2_Emissions(kt),375691.484
1990,United Kingdom,CO2_Emissions(kt),555924.534
1990,Indonesia,CO2_Emissions(kt),149565.929
1990,India,CO2_Emissions(kt),619154.615
1990,Italy,CO2_Emissions(kt),417550.289
1990,Japan,CO2_Emissions(kt),1096179.977
1990,"Korea, Rep.",CO2_Emissions(kt),246943.114
1990,Mexico,CO2_Emissions(kt),318427.612
1990,Saudi Arabia,CO2_Emissions(kt),185803.223
1990,Turkey,CO2_Emissions(kt),145858.592
1990,United States,CO2_Emissions(kt),4823403.118
1990,South Africa,CO2_Emissions(kt),313304.813
1990,Argentina,ForestArea(sq. km),347930
1990,Australia,ForestArea(sq. km),1285410
1990,Brazil,ForestArea(sq. km),5467050
1990,Canada,ForestArea(sq. km),3482730
1990,China,ForestArea(sq. km),1571405.938
1990,German,ForestArea(sq. km),113000
1990,European Union,ForestArea(sq. km),1479241.502
1990,France,ForestArea(sq. km),144360
1990,United Kingdom,ForestArea(sq. km),27780
1990,Indonesia,ForestArea(sq. km),1185450
1990,India,ForestArea(sq. km),639390
1990,Italy,ForestArea(sq. km),75900
1990,Japan,ForestArea(sq. km),249500
1990,"Korea, Rep.",ForestArea(sq. km),63700
1990,Mexico,ForestArea(sq. km),697600
1990,Russian Federation,ForestArea(sq. km),8089500
1990,Saudi Arabia,ForestArea(sq. km),9770
1990,Turkey,ForestArea(sq. km),96220
1990,United States,ForestArea(sq. km),3024500
