ID,Sector,Indicator,Unit,Country_code,Country,Year,Variable,Value,Scenario
121,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2020,projected_current_policy_min,2.471709524,Projected
122,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2025,projected_current_policy_min,2.894704762,Projected
123,Electricity,Renewable_energy_generation_(index),1990_value_normalised_to_1,BR,Brazil,2030,projected_current_policy_min,3.299477619,Projected
124,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2015,projected_current_policy_min,68.97322348,Projected
125,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2020,projected_current_policy_min,71.23394891,Projected
126,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2025,projected_current_policy_min,73.45631551,Projected
127,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2030,projected_current_policy_min,73.37878319,Projected
128,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2050,projected_current_policy_min,73.57993418,Projected
129,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2015,projected_current_policy_min,68.97322348,Projected
130,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2020,projected_current_policy_min,71.23394891,Projected
131,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2025,projected_current_policy_min,73.45631551,Projected
132,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2030,projected_current_policy_min,73.37878319,Projected
133,Transport_Road,Modal_split:_share_of_private_passenger_transport,%_private_cars_and_motorcycles,BR,Brazil,2050,projected_current_policy_min,73.57993418,Projected
134,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2015,projected_current_policy_min,0.112676112,Projected
135,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2020,projected_current_policy_min,0.10867421,Projected
136,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2025,projected_current_policy_min,0.103287772,Projected
137,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2030,projected_current_policy_min,0.10042618,Projected
138,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2050,projected_current_policy_min,0.097514912,Projected
139,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2015,projected_current_policy_min,0.112676112,Projected
140,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2020,projected_current_policy_min,0.10867421,Projected
141,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2025,projected_current_policy_min,0.103287772,Projected
142,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2030,projected_current_policy_min,0.10042618,Projected
143,Transport_Road,Road_transport_emissions_intensity,kg_CO2_/_vkm,BR,Brazil,2050,projected_current_policy_min,0.097514912,Projected
144,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2015,projected_current_policy_min,18.68747486,Projected
145,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2020,projected_current_policy_min,20.37268238,Projected
146,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2025,projected_current_policy_min,20.53184662,Projected
147,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2030,projected_current_policy_min,20.6521586,Projected
148,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2050,projected_current_policy_min,20.78225009,Projected
149,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2015,projected_current_policy_min,18.68747486,Projected
150,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2020,projected_current_policy_min,20.37268238,Projected
151,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2025,projected_current_policy_min,20.53184662,Projected
152,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2030,projected_current_policy_min,20.6521586,Projected
153,Transport_Road,Road_transport_biofuel/electrification_share,%_biofuels/elec.,BR,Brazil,2050,projected_current_policy_min,20.78225009,Projected
154,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2015,projected_current_policy_min,0.002886731,Projected
155,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2020,projected_current_policy_min,0.029676336,Projected
156,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2025,projected_current_policy_min,0.858387188,Projected
157,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2030,projected_current_policy_min,8.715873632,Projected
158,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2050,projected_current_policy_min,49.52357087,Projected
159,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2015,projected_current_policy_min,0.057734629,Projected
160,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2020,projected_current_policy_min,0.101188436,Projected
161,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2025,projected_current_policy_min,4.014780925,Projected
162,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2030,projected_current_policy_min,15.12486149,Projected
163,Transport_Road,EVs_per_capita,EVs_/_1000_cap,BR,Brazil,2050,projected_current_policy_min,270.2811834,Projected
164,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2015,projected_current_policy_min,20.97283951,Projected
165,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2020,projected_current_policy_min,23.71428571,Projected
166,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2025,projected_current_policy_min,25.48372093,Projected
167,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2030,projected_current_policy_min,27.17272727,Projected
168,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2050,projected_current_policy_min,30.26457399,Projected
169,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2015,projected_current_policy_min,20.97283951,Projected
170,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2020,projected_current_policy_min,23.71428571,Projected
171,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2025,projected_current_policy_min,25.48372093,Projected
172,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2030,projected_current_policy_min,27.17272727,Projected
173,Buildings,Buildings_activity_(residential),m²_/_cap,BR,Brazil,2050,projected_current_policy_min,30.26457399,Projected
174,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2015,projected_current_policy_min,2.02962963,Projected
175,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2020,projected_current_policy_min,2.061904762,Projected
176,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2025,projected_current_policy_min,2.111627907,Projected
177,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2030,projected_current_policy_min,2.159090909,Projected
178,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2050,projected_current_policy_min,2.605381166,Projected
179,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2015,projected_current_policy_min,2.02962963,Projected
180,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2020,projected_current_policy_min,2.061904762,Projected
181,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2025,projected_current_policy_min,2.111627907,Projected
182,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2030,projected_current_policy_min,2.159090909,Projected
183,Buildings,Buildings_activity_(commercial),m²_/_cap,BR,Brazil,2050,projected_current_policy_min,2.605381166,Projected
184,Buildings,Buildings_emissions_intensity_(per_capita),t_CO2_/_cap,BR,Brazil,2025,projected_current_policy_min,0.100907585,Projected
185,Buildings,Buildings_emissions_intensity_(per_capita),t_CO2_/_cap,BR,Brazil,2030,projected_current_policy_min,0.088135168,Projected
186,Buildings,Buildings_emissions_intensity_(per_capita),t_CO2_/_cap,BR,Brazil,2025,projected_current_policy_min,0.100907585,Projected
187,Buildings,Buildings_emissions_intensity_(per_capita),t_CO2_/_cap,BR,Brazil,2030,projected_current_policy_min,0.088135168,Projected
188,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2015,projected_current_policy_min,0.903770161,Projected
189,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2020,projected_current_policy_min,0.903770168,Projected
190,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2025,projected_current_policy_min,0.901810972,Projected
191,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2030,projected_current_policy_min,0.888868158,Projected
192,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2050,projected_current_policy_min,0.865202252,Projected
193,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2015,projected_current_policy_min,0.903770161,Projected
194,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2020,projected_current_policy_min,0.903770168,Projected
195,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2025,projected_current_policy_min,0.901810972,Projected
196,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2030,projected_current_policy_min,0.888868158,Projected
197,Forestry,Forest_land_area_index,ha_of_forest_(indexed_to_1990),BR,Brazil,2050,projected_current_policy_min,0.865202252,Projected
198,Agriculture,Agriculture_activity_(meat):_consumption,meat_kcal_/_cap_/_day,BR,Brazil,2020,projected_current_policy_min,496.95,Projected
199,Agriculture,Agriculture_activity_(meat):_consumption,meat_kcal_/_cap_/_day,BR,Brazil,2025,projected_current_policy_min,505.21,Projected
200,Agriculture,Agriculture_activity_(meat):_consumption,meat_kcal_/_cap_/_day,BR,Brazil,2020,projected_current_policy_min,496.95,Projected
201,Agriculture,Agriculture_activity_(meat):_consumption,meat_kcal_/_cap_/_day,BR,Brazil,2025,projected_current_policy_min,505.21,Projected
202,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2015,projected_current_policy_min,2990,Projected
203,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2020,projected_current_policy_min,2954.333333,Projected
204,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2025,projected_current_policy_min,2918.666667,Projected
205,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2030,projected_current_policy_min,3090,Projected
206,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2050,projected_current_policy_min,3200,Projected
207,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2015,projected_current_policy_min,2990,Projected
208,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2020,projected_current_policy_min,2954.333333,Projected
209,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2025,projected_current_policy_min,2918.666667,Projected
210,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2030,projected_current_policy_min,3090,Projected
211,Agriculture,Agriculture_activity_(total):_consumption,kcal_/_cap_/_day,BR,Brazil,2050,projected_current_policy_min,3200,Projected
212,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,2020,projected_current_policy_min,0.393,Projected
213,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,2025,projected_current_policy_min,0.401,Projected
214,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,2020,projected_current_policy_min,0.393,Projected
215,Agriculture,Agriculture_activity_(meat):_production,meat_kg_/_cap_/_day,BR,Brazil,2025,projected_current_policy_min,0.401,Projected
216,Waste,Waste_generation_(per_capita),t_waste_/_cap,BR,Brazil,2015,projected_current_policy_min,0.36792,Projected
